                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      0,                 1.5064,                 4.1441,                 2.1151,                0.58093,                0.45464,                0.52637,                0.28637,                 1.5999,                 3.8758,                 2.1039,             0.00020699,             0.00020699,             0.00020699
                      1,                 1.4252,                 2.7651,                 1.9282,                 0.6431,                0.56219,                 0.6671,                0.38356,                 1.4936,                 3.0275,                 1.9874,             0.00037421,             0.00037421,             0.00037421
                      2,                 1.3461,                 2.1598,                  1.852,                0.66872,                0.75067,                0.76798,                0.42889,                  1.497,                 2.3806,                 1.9533,             0.00050017,             0.00050017,             0.00050017
                      3,                 1.2967,                 1.7717,                 1.8136,                0.55084,                0.60883,                0.61787,                0.31185,                 2.0088,                 2.4367,                 2.4088,             0.00043937,             0.00043937,             0.00043937
                      4,                 1.2607,                 1.5008,                 1.7611,                0.73249,                0.71365,                0.76529,                0.42184,                 1.6119,                 2.0913,                 2.0355,             0.00043937,             0.00043937,             0.00043937
                      5,                  1.197,                 1.3039,                 1.7031,                 0.7889,                0.80515,                0.85333,                0.51117,                  1.469,                 1.6295,                 1.9501,              0.0003775,              0.0003775,              0.0003775
                      6,                 1.1408,                 1.1587,                 1.6441,                 0.8326,                 0.7126,                0.78938,                0.43553,                 1.7049,                 1.5997,                 2.0928,             0.00031562,             0.00031562,             0.00031562
                      7,                 1.0939,                 1.0314,                 1.5957,                0.78589,                0.75061,                 0.7835,                0.48135,                 1.4611,                 1.5679,                 1.9152,             0.00025375,             0.00025375,             0.00025375
                      8,                 1.0359,                0.94145,                 1.5493,                0.81563,                0.79859,                0.82766,                0.48458,                 1.6222,                 1.4214,                 2.0999,             0.00019188,             0.00019188,             0.00019188
                      9,                0.97249,                0.86635,                 1.4902,                 0.8166,                0.77253,                0.82201,                0.43049,                 1.8089,                  1.417,                 2.3186,                0.00013,                0.00013,                0.00013
